userID	movieID	rating	Action	Adventure	Animation	Children	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	IMAX	Musical	Mystery	Romance	Sci-Fi	Short	Thriller	War	Western
75	1370	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
75	1374	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	1374	3.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
75	1485	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1527	4.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
75	1917	2.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
75	2011	2.0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
75	2054	1.5	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
75	2058	4.0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
75	2490	4.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
75	2571	4.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	2571	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
75	2640	3.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
75	2688	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	2700	4.5	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
75	2762	3.5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
78	2762	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
75	2959	4.5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	2959	3.5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	3258	1.5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	3793	3.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	3793	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
75	3889	3.0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	3994	3.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
75	4993	3.5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	5107	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
75	5833	2.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
75	5952	3.5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	6213	4.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	6225	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
75	6333	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	6333	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
75	7000	3.5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	7007	4.5	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	7153	3.5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
75	32029	4.5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	32587	5.0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
75	33437	3.5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
75	39052	3.5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
75	45431	3.5	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	45722	4.5	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
78	17	4.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	29	4.5	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
78	41	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	82	4.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	101	4.5	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	111	4.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	150	4.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	162	4.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
78	198	2.5	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
78	223	4.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	235	4.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	260	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	272	5.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	305	2.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	314	4.0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
78	318	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	327	3.5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
78	356	3.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
78	357	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	468	3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	480	2.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	497	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	509	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	515	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	527	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	541	4.5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
78	562	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	590	4.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
78	608	4.5	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	671	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	720	4.5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	728	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	741	4.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	745	5.0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	750	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
78	760	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	778	5.0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	780	2.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
78	800	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	858	4.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	903	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
78	904	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
78	908	4.5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
78	909	3.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	912	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	923	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
78	924	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	969	4.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
78	994	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1019	3.5	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
78	1041	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1060	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1073	3.5	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
78	1077	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1079	4.5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1080	5.0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1084	4.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1085	4.5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1089	4.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	1090	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1095	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1097	3.0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
78	1129	3.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	1136	4.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1148	5.0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1150	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1161	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1172	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1175	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1178	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1179	4.0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
78	1183	3.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
78	1185	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1186	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1188	4.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	1189	5.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1193	5.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1196	3.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1197	4.5	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
78	1198	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1199	5.0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
78	1200	4.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
78	1201	4.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
78	1202	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1206	5.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
78	1207	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1208	4.5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1210	2.5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1211	4.5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
78	1214	5.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
78	1217	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1219	4.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
78	1220	4.5	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
78	1222	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1223	4.0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1225	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1230	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	1232	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
78	1234	4.0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1238	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1240	4.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	1243	5.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1244	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1245	4.5	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
78	1246	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1247	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1248	4.0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
78	1250	4.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1252	5.0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
78	1253	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
78	1254	4.5	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
78	1258	4.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
78	1259	4.5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1262	4.5	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1265	4.5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
78	1267	4.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
78	1270	4.0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1272	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1273	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1274	4.5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1276	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1278	5.0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
78	1279	3.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1285	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1287	4.0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1288	5.0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
78	1292	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1295	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1296	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1299	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	1300	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1301	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
78	1306	3.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
78	1307	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	1320	2.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
78	1343	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
78	1346	4.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
78	1358	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	1387	4.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
78	1391	4.5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1394	3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1449	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1500	4.5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
78	1517	4.0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1573	2.0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	1617	3.5	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
78	1629	4.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	1641	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1653	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
78	1663	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
78	1674	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
78	1676	2.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
78	1682	4.0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
78	1694	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1732	3.5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
78	1794	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1834	4.0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
78	1885	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1904	3.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1913	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
78	1916	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	1921	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	1923	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	1931	4.5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1952	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1953	4.5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	1957	3.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1960	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	1963	4.0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1965	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	1968	3.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2009	4.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0
78	2010	4.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0
78	2021	3.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
78	2028	3.5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	2064	4.5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2076	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
78	2100	4.0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
78	2105	3.5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	2108	4.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	2109	3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2117	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
78	2140	2.0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
78	2144	3.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2150	4.0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2174	4.5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
78	2176	4.5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
78	2186	4.5	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
78	2232	4.5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0
78	2248	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	2287	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	2288	2.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
78	2289	4.0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2290	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2291	4.5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
78	2294	3.5	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
78	2300	4.0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
78	2316	2.5	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0
78	2321	3.5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
78	2324	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
78	2333	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2346	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
78	2359	4.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2360	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2387	3.5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2390	5.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2395	4.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2396	4.5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
78	2402	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
78	2406	3.5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
78	2420	2.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2427	4.5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
78	2435	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
78	2455	4.5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
